Label,Length,Year
1849_T3-Ho1-37_Racine_X200_09µm_square.jpg,57.383,2022
1849_T3-Ho1-37_Racine_X200_09µm_square.jpg,120.011,2021
1850_T2-Ft2-32_Tige_X200_09µm_square.jpg,178.505,2024
1850_T2-Ft2-32_Tige_X200_09µm_square.jpg,130.504,2023
1850_T2-Ft2-32_Tige_X200_09µm_square.jpg,99.622,2022
1850_T2-Ft2-32_Tige_X200_09µm_square.jpg,192.456,2021
1851_T2-Ft2-32_Racine_X200_09µm_square.jpg,63.424,2024
1851_T2-Ft2-32_Racine_X200_09µm_square.jpg,131.754,2023
1851_T2-Ft2-32_Racine_X200_09µm_square.jpg,65.87,2022
1851_T2-Ft2-32_Racine_X200_09µm_square.jpg,101.497,2021
1853_T2-Ft3-33_Racine_X200_09µm_square.jpg,167.465,2024
1853_T2-Ft3-33_Racine_X200_09µm_square.jpg,332.891,2023
1853_T2-Ft3-33_Racine_X200_09µm_square.jpg,97.691,2022
1853_T2-Ft3-33_Racine_X200_09µm_square.jpg,195.989,2021
1854_T3-Ho2-38_Tige_X200_09µm_square.jpg,216.646,2024
1854_T3-Ho2-38_Tige_X200_09µm_square.jpg,398.747,2023
1854_T3-Ho2-38_Tige_X200_09µm_square.jpg,177.505,2022
1854_T3-Ho2-38_Tige_X200_09µm_square.jpg,158.626,2021
1856_t3-Ho1-40_Tige_X200_09µm_square.jpg,220.032,2024
1856_t3-Ho1-40_Tige_X200_09µm_square.jpg,118.251,2023
1856_t3-Ho1-40_Tige_X200_09µm_square.jpg,42.502,2022
1856_t3-Ho1-40_Tige_X200_09µm_square.jpg,475.833,2021
1857_t3-Ho1-40_Racine_X200_09µm_square.jpg,106.239,2024
1857_t3-Ho1-40_Racine_X200_09µm_square.jpg,218.739,2023
1857_t3-Ho1-40_Racine_X200_09µm_square.jpg,129.358,2022
1857_t3-Ho1-40_Racine_X200_09µm_square.jpg,114.153,2021
1859_t3-Ho3-42_Racine_X200_09µm_square.jpg,47.622,2024
1859_t3-Ho3-42_Racine_X200_09µm_square.jpg,59.657,2023
1859_t3-Ho3-42_Racine_X200_09µm_square.jpg,122.467,2022
1859_t3-Ho3-42_Racine_X200_09µm_square.jpg,77.037,2021
1860_T3-Fe3-45_Tige_X200_09µm_square.jpg,357.035,2024
1860_T3-Fe3-45_Tige_X200_09µm_square.jpg,421.217,2023
1860_T3-Fe3-45_Tige_X200_09µm_square.jpg,106.762,2022
1860_T3-Fe3-45_Tige_X200_09µm_square.jpg,196.333,2021
1861_T3-Fe3-45_Racine_X200_09µm_square.jpg,339.627,2024
1861_T3-Fe3-45_Racine_X200_09µm_square.jpg,405.025,2023
1861_T3-Fe3-45_Racine_X200_09µm_square.jpg,121.404,2022
1861_T3-Fe3-45_Racine_X200_09µm_square.jpg,180.837,2021
1863_t3-Fe3-48_Racine_X200_09µm_square.jpg,285.772,2024
1863_t3-Fe3-48_Racine_X200_09µm_square.jpg,232.368,2023
1863_t3-Fe3-48_Racine_X200_09µm_square.jpg,128.815,2022
1863_t3-Fe3-48_Racine_X200_09µm_square.jpg,257.476,2021
1864_T3-Ft3-51_Tige_X200_09µm_square.jpg,213.814,2024
1864_T3-Ft3-51_Tige_X200_09µm_square.jpg,446.116,2023
1864_T3-Ft3-51_Tige_X200_09µm_square.jpg,257.669,2022
1864_T3-Ft3-51_Tige_X200_09µm_square.jpg,310.848,2021
1865_T3-Ft3-51_Racine_X200_09µm_square.jpg,225.624,2024
1865_T3-Ft3-51_Racine_X200_09µm_square.jpg,307.699,2023
1865_T3-Ft3-51_Racine_X200_09µm_square.jpg,212.547,2022
1865_T3-Ft3-51_Racine_X200_09µm_square.jpg,291.335,2021
1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,296.961,2024
1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,427.868,2023
1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,450.201,2022
1867_t3-Ft1-52_Racine_X200_09µm_square.jpg,266.079,2021
1870_F1-Fe2-56_Tige_X200_09µm_square.jpg,114.63,2024
1870_F1-Fe2-56_Tige_X200_09µm_square.jpg,80.078,2023
1870_F1-Fe2-56_Tige_X200_09µm_square.jpg,58.106,2022
1870_F1-Fe2-56_Tige_X200_09µm_square.jpg,71.698,2021
1871_F1-Fe2-56_Racine_X200_09µm_square.jpg,151.319,2024
1871_F1-Fe2-56_Racine_X200_09µm_square.jpg,58.423,2023
1871_F1-Fe2-56_Racine_X200_09µm_square.jpg,84.798,2022
1871_F1-Fe2-56_Racine_X200_09µm_square.jpg,74.336,2021
1872_F1-Fe3-57_Tige_X200_09µm_square.jpg,186.337,2024
1872_F1-Fe3-57_Tige_X200_09µm_square.jpg,186.293,2023
1872_F1-Fe3-57_Tige_X200_09µm_square.jpg,111.252,2022
1872_F1-Fe3-57_Tige_X200_09µm_square.jpg,114.196,2021
1873_F1-Fe3-57_Racine_X200_09µm_square.jpg,173.09,2024
1873_F1-Fe3-57_Racine_X200_09µm_square.jpg,71.658,2023
1873_F1-Fe3-57_Racine_X200_09µm_square.jpg,77.898,2022
1873_F1-Fe3-57_Racine_X200_09µm_square.jpg,203.067,2021
1874_F1-Ft3-60_Tige_X200_09µm_square.jpg,59.884,2024
1874_F1-Ft3-60_Tige_X200_09µm_square.jpg,34.553,2023
1874_F1-Ft3-60_Tige_X200_09µm_square.jpg,51.282,2022
1874_F1-Ft3-60_Tige_X200_09µm_square.jpg,63.802,2021
1875_F1-Ft3-60_Racine_X200_11µm_square.jpg,48.245,2024
1875_F1-Ft3-60_Racine_X200_11µm_square.jpg,125.677,2023
1875_F1-Ft3-60_Racine_X200_11µm_square.jpg,124.019,2022
1875_F1-Ft3-60_Racine_X200_11µm_square.jpg,134.011,2021
1876_F2-Fe2-62_Tige_X200_09µm_square.jpg,70.878,2024
1876_F2-Fe2-62_Tige_X200_09µm_square.jpg,75.5,2023
1876_F2-Fe2-62_Tige_X200_09µm_square.jpg,107.859,2022
1876_F2-Fe2-62_Tige_X200_09µm_square.jpg,94.786,2021
1877_F2-Fe2-62_Racine_X200_09µm_square.jpg,156.224,2024
1877_F2-Fe2-62_Racine_X200_09µm_square.jpg,181.83,2023
1877_F2-Fe2-62_Racine_X200_09µm_square.jpg,206.241,2022
1877_F2-Fe2-62_Racine_X200_09µm_square.jpg,307.699,2021
1878_F2-Fe3-63_Tige_X200_11µm_square.jpg,138.11,2024
1878_F2-Fe3-63_Tige_X200_11µm_square.jpg,107.476,2023
1878_F2-Fe3-63_Tige_X200_11µm_square.jpg,145.192,2022
1878_F2-Fe3-63_Tige_X200_11µm_square.jpg,127.151,2021
1879_F2-Fe3-63_Racine_X200_09µm_square.jpg,65.022,2024
1879_F2-Fe3-63_Racine_X200_09µm_square.jpg,140.49,2023
1879_F2-Fe3-63_Racine_X200_09µm_square.jpg,88.623,2022
1879_F2-Fe3-63_Racine_X200_09µm_square.jpg,208.271,2021
1880_F2-Ft2-65_Tige_X200_09µm_square.jpg,97.758,2024
1880_F2-Ft2-65_Tige_X200_09µm_square.jpg,80.423,2023
1880_F2-Ft2-65_Tige_X200_09µm_square.jpg,39.219,2022
1880_F2-Ft2-65_Tige_X200_09µm_square.jpg,89.909,2021
1881_F2-Ft2-65_Racine_X200_09µm_square.jpg,73.327,2024
1881_F2-Ft2-65_Racine_X200_09µm_square.jpg,85.353,2023
1881_F2-Ft2-65_Racine_X200_09µm_square.jpg,87.951,2022
1881_F2-Ft2-65_Racine_X200_09µm_square.jpg,85.336,2021
1882_F2-Ft3-66_Tige_X200_11µm_square.jpg,67.013,2024
1882_F2-Ft3-66_Tige_X200_11µm_square.jpg,123.16,2023
1882_F2-Ft3-66_Tige_X200_11µm_square.jpg,113.735,2022
1882_F2-Ft3-66_Tige_X200_11µm_square.jpg,114.145,2021
1883_F2-Ft3-66_Racine_X200_09µm_square.jpg,39.773,2024
1883_F2-Ft3-66_Racine_X200_09µm_square.jpg,55.992,2023
1883_F2-Ft3-66_Racine_X200_09µm_square.jpg,75.709,2022
1883_F2-Ft3-66_Racine_X200_09µm_square.jpg,92.527,2021
1885_F3-Fe3-69_Racine_X200_09µm_square.jpg,255.39,2024
1885_F3-Fe3-69_Racine_X200_09µm_square.jpg,272.186,2023
1885_F3-Fe3-69_Racine_X200_09µm_square.jpg,183.748,2022
1885_F3-Fe3-69_Racine_X200_09µm_square.jpg,108.864,2021
1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,67.512,2024
1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,150.216,2023
1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,36.764,2022
1886_F3-Ft1-70_Tige_X200_09µm_square.jpg,92.152,2021
1887_F3-Ft1-70_Racine_X200_09µm_square.jpg,94.715,2024
1887_F3-Ft1-70_Racine_X200_09µm_square.jpg,75.355,2023
1887_F3-Ft1-70_Racine_X200_09µm_square.jpg,63.849,2022
1887_F3-Ft1-70_Racine_X200_09µm_square.jpg,92.136,2021
1890_P1-Fe1-73_Tige_X200_11µm_square.jpg,120.952,2024
1890_P1-Fe1-73_Tige_X200_11µm_square.jpg,95.784,2023
1890_P1-Fe1-73_Tige_X200_11µm_square.jpg,30.985,2022
1890_P1-Fe1-73_Tige_X200_11µm_square.jpg,70.692,2021
1891_P1-Fe1-73_Racine_X200_09µm_square.jpg,107.457,2024
1891_P1-Fe1-73_Racine_X200_09µm_square.jpg,94.197,2023
1891_P1-Fe1-73_Racine_X200_09µm_square.jpg,69.123,2022
1891_P1-Fe1-73_Racine_X200_09µm_square.jpg,145.998,2021
1892_P1-Fe2-74_Tige_X200_09µm_square.jpg,73.277,2024
1892_P1-Fe2-74_Tige_X200_09µm_square.jpg,37.709,2023
1892_P1-Fe2-74_Tige_X200_09µm_square.jpg,45.079,2022
1892_P1-Fe2-74_Tige_X200_09µm_square.jpg,160.772,2021
1894_P1-Fe3-75_Tige_X200_11µm_square.jpg,43.956,2024
1894_P1-Fe3-75_Tige_X200_11µm_square.jpg,38.896,2023
1894_P1-Fe3-75_Tige_X200_11µm_square.jpg,155.74,2022
1894_P1-Fe3-75_Tige_X200_11µm_square.jpg,67.38,2021
1896_P1-Ft2-77_Tige_X200_09µm_square.jpg,104.218,2024
1896_P1-Ft2-77_Tige_X200_09µm_square.jpg,115.912,2023
1896_P1-Ft2-77_Tige_X200_09µm_square.jpg,109.346,2022
1896_P1-Ft2-77_Tige_X200_09µm_square.jpg,186.617,2021
1897_P1-Ft2-77_Racine_X200_09µm_square.jpg,111.705,2024
1897_P1-Ft2-77_Racine_X200_09µm_square.jpg,85.296,2023
1897_P1-Ft2-77_Racine_X200_09µm_square.jpg,104.992,2022
1897_P1-Ft2-77_Racine_X200_09µm_square.jpg,185.503,2021
1898_P1-Ft3-78_Tige_X200_09µm_square.jpg,270.568,2024
1898_P1-Ft3-78_Tige_X200_09µm_square.jpg,158.669,2023
1898_P1-Ft3-78_Tige_X200_09µm_square.jpg,57.163,2022
1898_P1-Ft3-78_Tige_X200_09µm_square.jpg,139.011,2021
1899_P1-Ft3-78_Racine_X200_09µm_square.jpg,309.298,2024
1899_P1-Ft3-78_Racine_X200_09µm_square.jpg,186.82,2023
1899_P1-Ft3-78_Racine_X200_09µm_square.jpg,144.734,2022
1899_P1-Ft3-78_Racine_X200_09µm_square.jpg,185.303,2021
1900_P2-Fe3-81_Tige_X200_09µm_square.jpg,209.756,2024
1900_P2-Fe3-81_Tige_X200_09µm_square.jpg,118.337,2023
1900_P2-Fe3-81_Tige_X200_09µm_square.jpg,90.033,2022
1900_P2-Fe3-81_Tige_X200_09µm_square.jpg,102.127,2021
1901_P2-Fe3-81_Racine_X200_09µm_square.jpg,195.779,2024
1901_P2-Fe3-81_Racine_X200_09µm_square.jpg,66.067,2023
1901_P2-Fe3-81_Racine_X200_09µm_square.jpg,86.444,2022
1901_P2-Fe3-81_Racine_X200_09µm_square.jpg,81.48,2021
1902_P3-Fe2-86_Tige_X200_09µm_square.jpg,266.102,2024
1902_P3-Fe2-86_Tige_X200_09µm_square.jpg,135.581,2023
1902_P3-Fe2-86_Tige_X200_09µm_square.jpg,153.437,2022
1902_P3-Fe2-86_Tige_X200_09µm_square.jpg,113.784,2021
1903_P3-Fe2-86_Racine_X200_09µm_square.jpg,272.117,2024
1903_P3-Fe2-86_Racine_X200_09µm_square.jpg,101.604,2023
1903_P3-Fe2-86_Racine_X200_09µm_square.jpg,148.617,2022
1903_P3-Fe2-86_Racine_X200_09µm_square.jpg,107.843,2021
1904_P3-Ft1-88_Tige_X200_09µm_square.jpg,116.551,2024
1904_P3-Ft1-88_Tige_X200_09µm_square.jpg,279.594,2023
1904_P3-Ft1-88_Tige_X200_09µm_square.jpg,160.195,2022
1904_P3-Ft1-88_Tige_X200_09µm_square.jpg,172.684,2021
1905_P3-Ft1-88_Racine_X200_09µm_square.jpg,296.741,2024
1905_P3-Ft1-88_Racine_X200_09µm_square.jpg,106.75,2023
1905_P3-Ft1-88_Racine_X200_09µm_square.jpg,409.808,2022
1905_P3-Ft1-88_Racine_X200_09µm_square.jpg,251.77,2021
1906_P3-Ft2-89_Tige_X200_09µm_square.jpg,249.086,2024
1906_P3-Ft2-89_Tige_X200_09µm_square.jpg,171.271,2023
1906_P3-Ft2-89_Tige_X200_09µm_square.jpg,140.242,2022
1906_P3-Ft2-89_Tige_X200_09µm_square.jpg,84.264,2021
1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,326.541,2024
1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,142.681,2023
1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,167.165,2022
1907_P3-Ft2-89_Racine_X200_09µm_square.jpg,91.589,2021
1909_T1-Ho1-1_Racine_X200_09µm_square.jpg,31.436,2024
1909_T1-Ho1-1_Racine_X200_09µm_square.jpg,56.001,2023
1909_T1-Ho1-1_Racine_X200_09µm_square.jpg,49.258,2022
1909_T1-Ho1-1_Racine_X200_09µm_square.jpg,53.898,2021
1910_T1-Fe3-9_Tige_X200_09µm_square.jpg,176.05,2024
1910_T1-Fe3-9_Tige_X200_09µm_square.jpg,122.087,2023
1910_T1-Fe3-9_Tige_X200_09µm_square.jpg,176.31,2022
1910_T1-Fe3-9_Tige_X200_09µm_square.jpg,119.448,2021
1911_T1-Fe3-9_Racine_X200_09µm_square.jpg,204.253,2024
1911_T1-Fe3-9_Racine_X200_09µm_square.jpg,180.308,2023
1911_T1-Fe3-9_Racine_X200_09µm_square.jpg,163.309,2022
1911_T1-Fe3-9_Racine_X200_09µm_square.jpg,106.935,2021
1912_T1-Ho3-3_Tige_X200_09µm_square.jpg,248.162,2024
1912_T1-Ho3-3_Tige_X200_09µm_square.jpg,454.406,2023
1912_T1-Ho3-3_Tige_X200_09µm_square.jpg,271.626,2022
1912_T1-Ho3-3_Tige_X200_09µm_square.jpg,56.537,2021
1914_T1-Fe1-7_Tige_X200_09µm_square.jpg,347.226,2024
1914_T1-Fe1-7_Tige_X200_09µm_square.jpg,320.382,2023
1914_T1-Fe1-7_Tige_X200_09µm_square.jpg,118.584,2022
1914_T1-Fe1-7_Tige_X200_09µm_square.jpg,174.431,2021
1915_T1-Fe1-7_Racine_X200_09µm_square.jpg,276.58,2024
1915_T1-Fe1-7_Racine_X200_09µm_square.jpg,256.922,2023
1915_T1-Fe1-7_Racine_X200_09µm_square.jpg,86.733,2022
1915_T1-Fe1-7_Racine_X200_09µm_square.jpg,140.899,2021
1916_T1-Ho3-3_Tige_X200_09µm_square.jpg,115.242,2024
1916_T1-Ho3-3_Tige_X200_09µm_square.jpg,69.629,2023
1916_T1-Ho3-3_Tige_X200_09µm_square.jpg,84.772,2022
1916_T1-Ho3-3_Tige_X200_09µm_square.jpg,173.738,2021
1917_T1-Ho3-3_Racine_X200_09µm_square.jpg,112.419,2024
1917_T1-Ho3-3_Racine_X200_09µm_square.jpg,47.851,2023
1917_T1-Ho3-3_Racine_X200_09µm_square.jpg,105.907,2022
1917_T1-Ho3-3_Racine_X200_09µm_square.jpg,168.807,2021
1918_F1-Ft2-59_Tige_X200_09µm_square.jpg,245.008,2024
1918_F1-Ft2-59_Tige_X200_09µm_square.jpg,310.252,2023
1918_F1-Ft2-59_Tige_X200_09µm_square.jpg,104.955,2022
1918_F1-Ft2-59_Tige_X200_09µm_square.jpg,77.425,2021
1919_F1-Ft2-59_Racine_X200_09µm_square.jpg,242.79,2024
1919_F1-Ft2-59_Racine_X200_09µm_square.jpg,167.835,2023
1919_F1-Ft2-59_Racine_X200_09µm_square.jpg,107.819,2022
1919_F1-Ft2-59_Racine_X200_09µm_square.jpg,196.322,2021
1920_T1-Ft2-14_Tige_X200_09µm_square.jpg,29.29,2024
1920_T1-Ft2-14_Tige_X200_09µm_square.jpg,39.552,2023
1920_T1-Ft2-14_Tige_X200_09µm_square.jpg,187.253,2022
1920_T1-Ft2-14_Tige_X200_09µm_square.jpg,420.074,2021
1921_T1-Ft2-14_Racine_X200_09µm_square.jpg,51.625,2024
1921_T1-Ft2-14_Racine_X200_09µm_square.jpg,241.797,2023
1921_T1-Ft2-14_Racine_X200_09µm_square.jpg,146.506,2022
1921_T1-Ft2-14_Racine_X200_09µm_square.jpg,183.33,2021
1922_T3-Ft1-49_Tige_X200_09µm_square.jpg,279.819,2024
1922_T3-Ft1-49_Tige_X200_09µm_square.jpg,574.755,2023
1922_T3-Ft1-49_Tige_X200_09µm_square.jpg,140.381,2022
1922_T3-Ft1-49_Tige_X200_09µm_square.jpg,208.334,2021
1923_T3-Ft1-49_Racine_X200_09µm_square.jpg,140.378,2024
1923_T3-Ft1-49_Racine_X200_09µm_square.jpg,48.324,2023
1923_T3-Ft1-49_Racine_X200_09µm_square.jpg,91.76,2022
1923_T3-Ft1-49_Racine_X200_09µm_square.jpg,158.894,2021
1924_T2-Ho2-20_Tige_X200_09µm_square.jpg,281.775,2024
1924_T2-Ho2-20_Tige_X200_09µm_square.jpg,532.844,2023
1924_T2-Ho2-20_Tige_X200_09µm_square.jpg,252.048,2022
1924_T2-Ho2-20_Tige_X200_09µm_square.jpg,241.62,2021
1925_T2-Ho2-20_Racine_X200_09µm_square.jpg,158.375,2024
1925_T2-Ho2-20_Racine_X200_09µm_square.jpg,395.654,2023
1925_T2-Ho2-20_Racine_X200_09µm_square.jpg,313.979,2022
1925_T2-Ho2-20_Racine_X200_09µm_square.jpg,284.668,2021
1926_T2-Ho3-21_Tige_X200_09µm_square.jpg,263.745,2024
1926_T2-Ho3-21_Tige_X200_09µm_square.jpg,125.593,2023
1926_T2-Ho3-21_Tige_X200_09µm_square.jpg,131.868,2022
1926_T2-Ho3-21_Tige_X200_09µm_square.jpg,95.238,2021
1927_T2-Ho3-21_Racine_X200_09µm_square.jpg,202.403,2024
1927_T2-Ho3-21_Racine_X200_09µm_square.jpg,121.767,2023
1927_T2-Ho3-21_Racine_X200_09µm_square.jpg,159.299,2022
1927_T2-Ho3-21_Racine_X200_09µm_square.jpg,99.43,2021
1928_T2-Ft1-31_Tige_X200_09µm_square.jpg,120.47,2024
1928_T2-Ft1-31_Tige_X200_09µm_square.jpg,182.404,2023
1928_T2-Ft1-31_Tige_X200_09µm_square.jpg,117.01,2022
1928_T2-Ft1-31_Tige_X200_09µm_square.jpg,143.442,2021
1929_T2-Ft1-31_Racine_X200_09µm_square.jpg,120.056,2024
1929_T2-Ft1-31_Racine_X200_09µm_square.jpg,150.739,2023
1929_T2-Ft1-31_Racine_X200_09µm_square.jpg,161.817,2022
1929_T2-Ft1-31_Racine_X200_09µm_square.jpg,228.153,2021
1930_T3-Ft2-50_Tige_X200_09µm_square.jpg,191.934,2024
1930_T3-Ft2-50_Tige_X200_09µm_square.jpg,552.594,2023
1930_T3-Ft2-50_Tige_X200_09µm_square.jpg,213.698,2022
1930_T3-Ft2-50_Tige_X200_09µm_square.jpg,231.394,2021
1931_T3-Ft2-50_Racine_X200_09µm_square.jpg,143.835,2024
1931_T3-Ft2-50_Racine_X200_09µm_square.jpg,225.558,2023
1931_T3-Ft2-50_Racine_X200_09µm_square.jpg,323.2,2022
1931_T3-Ft2-50_Racine_X200_09µm_square.jpg,236.06,2021
1932_T3-Ho3-39_Tige_X200_09µm_square.jpg,308.249,2024
1932_T3-Ho3-39_Tige_X200_09µm_square.jpg,178.225,2023
1932_T3-Ho3-39_Tige_X200_09µm_square.jpg,160.402,2022
1932_T3-Ho3-39_Tige_X200_09µm_square.jpg,782.837,2021
1933_T3-Ho3-39_Racine_X200_09µm_square.jpg,34.074,2024
1933_T3-Ho3-39_Racine_X200_09µm_square.jpg,109.412,2023
1933_T3-Ho3-39_Racine_X200_09µm_square.jpg,95.238,2022
1933_T3-Ho3-39_Racine_X200_09µm_square.jpg,54.432,2021
1934_T3-Fe2-44_Tige_X200_09µm_square.jpg,71.692,2024
1934_T3-Fe2-44_Tige_X200_09µm_square.jpg,210.455,2023
1934_T3-Fe2-44_Tige_X200_09µm_square.jpg,172.162,2022
1934_T3-Fe2-44_Tige_X200_09µm_square.jpg,169.574,2021
1935_T3-Fe2-44_Racine_X200_09µm_square.jpg,101.519,2024
1935_T3-Fe2-44_Racine_X200_09µm_square.jpg,185.767,2023
1935_T3-Fe2-44_Racine_X200_09µm_square.jpg,152.8,2022
1935_T3-Fe2-44_Racine_X200_09µm_square.jpg,139.968,2021
1936_F1-Ft1-58_Tige_X200_09µm_square.jpg,255.39,2024
1936_F1-Ft1-58_Tige_X200_09µm_square.jpg,256.419,2023
1936_F1-Ft1-58_Tige_X200_09µm_square.jpg,231.293,2022
1936_F1-Ft1-58_Tige_X200_09µm_square.jpg,NA,2021
1937_F1-Ft1-58_Racine_X200_09µm_square.jpg,311.672,2024
1937_F1-Ft1-58_Racine_X200_09µm_square.jpg,181.227,2023
1937_F1-Ft1-58_Racine_X200_09µm_square.jpg,147.883,2022
1937_F1-Ft1-58_Racine_X200_09µm_square.jpg,201.658,2021
1938_T3-Fe1-43_Tige_X200_09µm_square.jpg,232.678,2024
1938_T3-Fe1-43_Tige_X200_09µm_square.jpg,253.234,2023
1938_T3-Fe1-43_Tige_X200_09µm_square.jpg,111.471,2022
1938_T3-Fe1-43_Tige_X200_09µm_square.jpg,241.886,2021
1939_T3-Fe1-43_Racine_X200_09µm_square.jpg,222.726,2024
